"Gene","FN","FS","PN","PS","Trepl","Tsil"
"LOC724864",0,5,2,2,5955.0003,2198.9997
"LOC724865",8,4,0,0,17472,5748
"LOC724867",0,8,1,2,7190.3337,2709.6663
"LOC724869",0,1,0,1,538.6666,205.3334
"LOC724870",1,7,0,0,12322.6664,4357.3336
"LOC724872",1,1,0,3,1576.6665,493.3335
"LOC724873",0,4,0,0,1876,620
"LOC724874",6,8,1,0,15214.9995,5890.0005
"LOC724875",2,4,1,1,7378.6664,2653.3336
"LOC724876",2,1,0,0,4299.9999,1406.0001
"LOC724877",4,9,1,1,26760,7620
"LOC724878",1,0,0,0,685,224
"LOC724885",0,13,3,3,17917,7505
"LOC724886",8,19,1,5,68002.0011,24265.9989
"LOC724888",0,3,0,3,7308,2988
"LOC724889",10,9,5,7,58869,17949
"LOC724890",5,20,0,1,42466.6658,14317.3342
"LOC724891",0,1,0,1,2340.6666,803.3334
"LOC724892",0,4,3,3,5983.333,1486.667
"LOC724893",1,2,0,1,3622.6668,1297.3332
"LOC724895",1,1,0,0,1366,500
"LOC724897",0,1,0,2,444.9999,140.0001
"LOC724899",3,6,2,5,10869.3328,3626.6672
"LOC724900",3,2,1,9,3975,1290
"LOC724902",0,5,0,14,19411.6673,8746.3327
"LOC724903",0,2,0,4,3955.9998,1624.0002
"LOC724904",0,2,0,0,403.3334,130.6666
"LOC724907",3,5,2,8,11010.0006,3839.9994
"LOC724908",1,13,4,7,23483.3325,10266.6675
"LOC724909",1,8,2,2,13307.6671,5295.3329
"LOC724911",2,8,3,13,23928.6658,8831.3342
"LOC724912",2,6,0,0,17488,6392
"LOC724914",0,2,1,0,2895.9999,1199.0001
"LOC724915",3,0,1,2,6378,2406
"LOC724916",2,4,0,2,4666.6664,1909.3336
"LOC724917",12,5,0,0,25641.6661,8783.3339
"LOC724919",3,10,0,2,11029.9995,4450.0005
"LOC724921",0,4,0,0,1821.3332,698.6668
"LOC724922",6,4,0,0,6306.667,2123.333
"LOC724923",2,3,0,2,5175.3331,1901.6669
"LOC724924",0,1,0,0,851,403
"LOC724925",0,3,0,0,4266.9999,1556.0001
"LOC724926",4,4,0,2,13216.667,4483.333
"LOC724927",0,1,0,0,2437.6667,871.3333
"LOC724929",0,21,0,4,28416.6675,10283.3325
"LOC724930",9,3,0,1,14880.6671,4346.3329
"LOC724932",2,4,0,0,4735.9998,1708.0002
"LOC724933",9,6,0,0,11245.0005,4009.9995
"LOC724934",2,7,1,5,10039.9995,4360.0005
"LOC724935",1,1,0,0,2333.3334,846.6666
"LOC724936",2,1,0,1,1941.3332,782.6668
"LOC724937",2,5,1,1,17925.0003,6428.9997
"LOC724939",1,1,0,2,1177.3332,382.6668
"LOC724942",1,5,0,0,1840.0002,643.9998
"LOC724943",1,2,0,0,2919.9999,1040.0001
"LOC724946",11,15,0,3,65395,21953
"LOC724948",12,10,0,0,40142.6674,10677.3326
"LOC724950",3,8,1,5,31166.6661,10653.3339
"LOC724951",8,4,0,0,5240.0004,1779.9996
"LOC724952",2,23,0,9,40641.3322,17702.6678
"LOC724953",3,5,0,0,4616,1480
"LOC724954",2,0,0,0,626.6666,189.3334
"LOC724955",2,3,0,0,6505,2300
"LOC724958",0,0,0,1,598.3333,214.6667
"LOC724959",13,11,3,3,140690.001,47859.999
"LOC724962",2,21,8,24,163918.3315,74011.6685
"LOC724965",0,7,0,0,3542,1162
"LOC724969",0,1,0,0,1135,422
"LOC724971",24,31,30,42,652060.3291,216619.6709
"LOC724973",4,35,1,9,192537.3317,75884.6683
"LOC724974",7,4,4,1,18336,5712
"LOC724976",2,1,0,1,4752,1668
"LOC724979",0,9,0,8,13005,5661
"LOC724983",0,4,0,0,2214.6668,1001.3332
"LOC724984",0,2,0,0,312,96
"LOC724985",1,2,0,0,2345.0001,759.9999
"LOC724986",5,6,0,1,25616.0004,8691.9996
"LOC724987",0,8,1,10,15637,6023
"LOC724988",0,1,0,0,136.3333,40.6667
"LOC724991",0,2,0,3,8400,3480
"LOC724992",0,2,0,0,1047.3334,320.6666
"LOC724993",6,11,1,9,19350.0009,6245.9991
"LOC724994",4,0,0,1,4045,1820
"LOC724995",2,8,0,0,6180,2130
"LOC724996",0,4,0,0,1490.6668,441.3332
"LOC724997",1,3,0,1,5821.6665,2368.3335
"LOC724998",1,8,0,7,19040,7552
"LOC724999",0,3,0,0,2157.9999,884.0001
"LOC725003",2,6,1,3,10880.0004,5283.9996
"LOC725005",3,3,4,2,7503.9996,2756.0004
"LOC725007",0,14,0,3,17651.6661,6981.3339
"LOC725008",0,12,0,5,12177.6661,5213.3339
"LOC725009",5,5,0,0,14916.667,5033.333
"LOC725011",3,0,0,1,2326.6668,865.3332
"LOC725012",1,2,2,2,11398.3331,3742.6669
"LOC725013",8,1,0,0,8208,2619
"LOC725015",0,7,0,0,12205.6669,4846.3331
"LOC725017",20,14,2,3,94055.0013,29730.9987
"LOC725018",0,1,0,0,468.6667,140.3333
"LOC725019",1,10,1,8,13633.334,7066.666
"LOC725020",0,3,0,2,11336.6665,4128.3335
"LOC725021",0,4,0,4,4645.3336,1690.6664
"LOC725023",1,2,0,1,4593.3332,1898.6668
"LOC725024",1,0,1,0,1866,744
"LOC725025",1,1,0,0,702.6666,233.3334
"LOC725026",0,14,0,0,9342.6662,3635.3338
"LOC725033",4,14,1,3,24742.6674,11095.3326
"LOC725036",2,1,1,1,2481.6665,893.3335
"LOC725038",2,5,2,0,3899.9997,1527.0003
"LOC725039",1,2,0,1,992,400
"LOC725040",6,4,0,0,6083.333,1956.667
"LOC725041",4,8,0,0,15999.9996,6464.0004
"LOC725042",5,2,1,0,8080,2528
"LOC725043",0,3,2,1,1693.9998,610.0002
"LOC725044",2,4,0,1,7919.3331,2622.6669
"LOC725045",0,3,0,0,1466.0001,486.9999
"LOC725046",0,27,3,18,154880.0016,66879.9984
"LOC725047",7,3,0,2,20775.9996,7520.0004
"LOC725048",7,15,1,23,117729.3318,43592.6682
"LOC725049",0,2,0,1,1220.0001,372.9999
"LOC725050",1,6,0,1,4125.3336,1370.6664
"LOC725051",14,26,6,5,153357,55488
"LOC725052",5,9,5,3,17152.6674,5881.3326
"LOC725053",2,12,0,0,8913.3338,3392.6662
"LOC725054",0,0,0,1,275.6667,114.3333
"LOC725056",0,2,0,0,1434.6666,503.3334
"LOC725057",1,20,0,5,52450.6658,21649.3342
"LOC725058",5,9,6,5,17825,7825
"LOC725059",0,1,0,1,314.6666,135.3334
"LOC725060",0,3,0,0,1307.0001,429.9999
"LOC725061",7,8,0,1,43205.3328,15258.6672
"LOC725062",1,2,0,0,1853.0001,675.9999
"LOC725064",1,13,0,3,21884.6661,7797.3339
"LOC725065",3,5,0,0,17448,5736
"LOC725067",0,1,0,0,660,258
"LOC725068",0,9,0,1,97136.667,36753.333
"LOC725069",5,14,1,3,36731,12604
"LOC725070",1,1,0,0,868.6666,361.3334
"LOC725074",0,3,0,3,982.0002,367.9998
"LOC725078",0,7,1,2,11756.667,4353.333
"LOC725079",2,2,1,0,9810,3240
"LOC725081",1,11,0,0,21696,8580
"LOC725082",0,2,0,1,1448.0001,594.9999
"LOC725083",2,8,0,8,15822,5832
"LOC725084",0,2,0,0,984,354
"LOC725085",0,5,0,6,5580.6663,2108.3337
"LOC725086",1,0,0,0,287.3333,96.6667
"LOC725087",7,6,3,6,19118,6754
"LOC725088",4,14,0,2,68660,24580
"LOC725089",0,8,1,4,6820.6671,2929.3329
"LOC725091",0,3,0,1,3912,1644
"LOC725092",1,7,0,2,13600,5930
"LOC725093",0,14,0,4,32117.9994,13674.0006
"LOC725097",2,3,1,0,3001.9998,994.0002
"LOC725098",3,13,0,0,37013.3328,14922.6672
"LOC725099",0,4,1,9,9058,3290
"LOC725101",1,1,0,0,1088.6666,351.3334
"LOC725105",2,4,0,2,5850.6664,2309.3336
"LOC725106",4,9,0,5,21047.9994,7302.0006
"LOC725107",6,5,0,0,5852,1870
"LOC725108",5,6,4,5,19046.666,6753.334
"LOC725111",2,2,0,0,6757.3332,2398.6668
"LOC725114",0,1,0,2,611.0001,207.9999
"LOC725117",2,9,0,3,18078.6662,7877.3338
"LOC725118",1,18,0,6,79258.3325,29041.6675
"LOC725119",1,4,0,1,12258,4320
"LOC725122",4,5,0,1,14510,4960
"LOC725123",1,0,0,3,2617.3332,898.6668
"LOC725125",0,4,0,0,3173.3332,1278.6668
"LOC725127",3,9,0,3,12760.0005,5239.9995
"LOC725128",1,2,0,0,1152.9999,404.0001
"LOC725130",0,5,0,1,7882.0002,3151.9998
"LOC725131",69,150,104,102,6144933.3475,2157866.6525
"LOC725134",1,1,0,0,2335.3334,814.6666
"LOC725135",1,7,2,0,5276.667,1893.333
"LOC725136",10,6,0,0,22266.6672,7589.3328
"LOC725140",0,3,0,0,777,231
"LOC725143",1,3,0,0,2314.6668,733.3332
"LOC725148",1,4,2,0,4421.6669,1920.3331
"LOC725149",5,10,1,0,30538.6672,10021.3328
"LOC725150",5,16,0,8,80852,30334
"LOC725151",0,14,0,4,12798,6102
"LOC725154",7,11,1,2,17885.0007,6495.9993
"LOC725155",0,4,0,2,12823.9998,5608.0002
"LOC725156",6,11,0,0,67274.6661,24882.3339
"LOC725157",1,5,1,3,8913.333,3386.667
"LOC725158",4,3,0,3,4953.333,1586.667
"LOC725159",6,11,0,7,26887.9992,9112.0008
"LOC725161",1,6,0,1,4938.6664,1517.3336
"LOC725164",22,48,35,47,1019058.6616,464765.3384
"LOC725165",2,10,0,3,9409.9995,3235.0005
"LOC725167",5,4,2,3,11708.6662,4377.3338
"LOC725169",0,6,0,0,16350,5700
"LOC725170",1,1,0,0,374.6666,129.3334
"LOC725171",5,5,0,0,5146.667,1753.333
"LOC725173",0,2,0,0,1131.3334,338.6666
"LOC725174",3,3,0,0,6769.9998,2176.0002
"LOC725175",1,3,0,0,1540,512
"LOC725178",5,3,1,6,20344.9995,6655.0005
"LOC725179",0,10,0,0,37080,14100
"LOC725183",0,1,0,0,658.3333,199.6667
"LOC725186",0,9,0,1,4603.333,1876.667
"LOC725187",2,4,1,2,7965,2781
"LOC725189",0,12,0,1,8840,3757
"LOC725190",3,13,3,6,30241.6675,12208.3325
"LOC725191",2,3,1,0,4555.9998,1780.0002
"LOC725192",1,12,1,2,27877.3328,10426.6672
"LOC725194",4,1,0,2,9415,2870
"LOC725196",1,1,1,0,812.0001,267.9999
"LOC725197",3,2,0,0,7023.3335,2201.6665
"LOC725200",10,13,1,1,44783.3325,15441.6675
"LOC725201",0,2,0,0,974,328
"LOC725202",0,5,0,0,970,320
"LOC725204",2,9,0,2,12185.3329,4506.6671
"LOC725205",0,8,1,4,11600.3329,4038.6671
"LOC725207",2,5,0,0,7744.3331,2692.6669
"LOC725208",5,5,0,0,15623.333,5166.667
"LOC725209",10,5,0,2,15634.3339,5632.6661
"LOC725210",2,6,1,2,3703.3337,1081.6663
"LOC725211",6,12,0,1,48044.6673,16251.3327
"LOC725215",5,6,13,8,26325.3344,8426.6656
"LOC725216",9,3,0,0,46107.9996,15416.0004
"LOC725217",17,8,0,0,43966.6675,12133.3325
"LOC725218",0,7,0,3,9210,4080
"LOC725219",1,7,0,0,6010.6664,2221.3336
"LOC725220",1,1,0,0,1891.3334,748.6666
"LOC725224",3,1,0,0,3365.3332,1146.6668
"LOC725225",1,4,0,1,2131.9998,712.0002
"LOC725226",1,3,6,4,5432,2254
"LOC725232",1,0,1,0,504.6666,209.3334
"LOC725234",5,4,0,0,4718.9997,1734.0003
"LOC725237",4,2,0,5,16353.3337,6548.6663
"LOC725239",5,34,2,0,92660,35014
"LOC725240",0,1,0,0,217.3333,64.6667
"LOC725241",4,28,0,20,128474.6684,50301.3316
"LOC725243",0,1,0,0,346.6667,136.3333
"LOC725244",3,8,0,1,17052,6024
"LOC725245",3,8,1,2,16968,6006
"LOC725246",11,26,12,35,270423.9972,109844.0028
"LOC725247",2,8,4,1,13500,5130
"LOC725248",0,10,0,0,43270,16640
"LOC725250",8,10,4,14,43296.0012,16859.9988
"LOC725251",15,11,0,0,60649.3342,16804.6658
"LOC725252",2,8,1,1,22124.0004,7179.9996
"LOC725253",1,2,0,0,768,267
"LOC725254",0,20,0,0,20206.666,7573.334
"LOC725255",0,3,0,3,3774,1320
"LOC725258",0,12,0,1,9247.3329,3505.6671
"LOC725260",0,0,1,0,522.3333,179.6667
"LOC725261",2,9,3,6,13160,4600
"LOC725263",0,0,2,0,993.3334,464.6666
"LOC725267",4,4,0,0,4418.6664,1245.3336
"LOC725268",4,2,0,0,11917.9998,3922.0002
"LOC725269",11,43,4,9,431390.6689,157740.3311
"LOC725270",24,9,4,5,78973.9986,26236.0014
"LOC725272",0,2,0,1,860.0001,372.9999
"LOC725273",0,5,0,1,5617.9998,2122.0002
"LOC725274",0,2,0,0,1097.3334,432.6666
"LOC725278",2,7,2,1,9732,3840
"LOC725279",7,7,3,1,16007.9994,4998.0006
"LOC725280",0,1,0,3,1877.3332,678.6668
"LOC725281",1,1,0,0,1716,630
"LOC725283",2,10,1,1,6878.6662,2823.3338
"LOC725284",23,12,0,0,117156.6655,35933.3345
"LOC725286",0,2,0,0,2323.3334,838.6666
"LOC725287",2,3,0,0,7406.6665,2283.3335
"LOC725288",10,18,0,3,48101.6677,16812.3323
"LOC725289",7,10,2,4,33672,13179
"LOC725290",1,9,1,8,29260,12635
"LOC725291",1,1,0,0,619.3334,214.6666
"LOC725292",3,0,1,0,2846.6668,873.3332
"LOC725294",0,8,1,10,56385.6673,19880.3327
"LOC725295",1,0,0,0,1097.3333,387.6667
"LOC725298",5,0,0,0,1596.6665,548.3335
"LOC725302",1,1,0,3,2431.6665,1018.3335
"LOC725303",2,5,0,0,7924,2492
"LOC725305",2,3,9,8,18054.6674,5639.3326
"LOC725306",0,6,0,0,24067.9998,10150.0002
"LOC725309",2,0,0,2,672,216
"LOC725310",0,0,0,2,537.3334,182.6666
"LOC725311",0,2,0,0,571.3334,196.6666
"LOC725314",0,3,0,0,1188.9999,458.0001
"LOC725315",0,1,0,1,396.6666,143.3334
"LOC725316",4,2,0,0,2305.9998,790.0002
"LOC725317",0,2,0,0,2890.6666,943.3334
"LOC725318",2,4,0,3,5357.9997,1932.0003
"LOC725320",0,3,0,0,4904.0001,1800.9999
"LOC725323",5,7,0,0,23427.9996,7424.0004
"LOC725324",0,5,0,5,14863.333,5626.667
"LOC725325",0,6,0,1,8176,2786
"LOC725326",6,2,0,0,5402.6664,1725.3336
"LOC725327",1,8,0,12,17598,7665
"LOC725328",7,10,0,0,17306,4675
"LOC725329",3,4,3,0,7076.667,2523.333
"LOC725330",1,3,1,0,4983.3335,1676.6665
"LOC725331",0,1,3,4,9445.3336,4018.6664
"LOC725332",1,10,0,1,36471.9996,13820.0004
"LOC725334",1,3,2,1,6358.3331,1936.6669
"LOC725335",1,4,0,3,10298.6664,3885.3336
"LOC725336",3,6,4,4,29359,11696
"LOC725337",5,5,0,0,9623.333,3186.667
"LOC725341",7,1,1,0,5472,1629
"LOC725343",4,1,2,0,8857.3331,2839.6669
"LOC725346",2,5,2,18,38394,14418
"LOC725348",3,12,0,0,30865.0005,10624.9995
"LOC725350",0,13,0,4,16223.6661,6471.3339
"LOC725351",3,5,0,0,8093.3336,2634.6664
"LOC725352",0,4,0,0,994.6668,361.3332
"LOC725353",3,12,5,6,31850,12922
"LOC725354",0,6,0,0,4368,1878
"LOC725357",1,0,0,0,281.6667,87.3333
"LOC725358",1,2,0,0,2088.9999,737.0001
"LOC725359",7,6,0,0,10820.3329,3609.6671
"LOC725360",2,8,1,1,7664.0004,2415.9996
"LOC725361",4,12,1,0,29172,9690
"LOC725362",0,1,0,0,884,295
"LOC725363",2,2,0,0,2164,788
"LOC725364",0,10,0,1,3842.6663,1173.3337
"LOC725365",0,3,0,0,1677,519
"LOC725366",3,5,1,5,16165.3338,6094.6662
"LOC725368",2,2,0,0,2880,972
"LOC725376",19,6,0,0,76616.6675,18183.3325
"LOC725378",2,0,0,0,3170,1060
"LOC725379",0,2,0,0,802.6666,271.3334
"LOC725380",0,1,0,0,172.6667,58.3333
"LOC725386",8,8,7,8,35495,15655
"LOC725388",6,9,0,0,41580,13950
"LOC725389",6,12,1,2,35882.0007,14265.9993
"LOC725390",2,4,0,0,3067.9998,1144.0002
"LOC725391",1,15,5,10,26246.6677,9279.3323
"LOC725393",2,20,0,0,18230.6674,8301.3326
"LOC725394",3,6,0,1,14796.667,5243.333
"LOC725395",11,13,0,0,81376.0008,25759.9992
"LOC725396",1,0,0,0,516.3333,233.6667
"LOC725400",0,4,0,0,3468,1104
"LOC725401",0,7,0,1,1802.6664,693.3336
"LOC725404",0,6,0,3,2189.9997,726.0003
"LOC725405",6,9,2,2,42636,13053
"LOC725406",2,8,0,0,16793.333,6186.667
"LOC725407",6,1,0,2,5523.0003,1820.9997
"LOC725408",0,6,0,6,11444.0004,4827.9996
"LOC725409",0,2,0,0,1326,438
"LOC725410",0,1,0,1,468.6666,185.3334
"LOC725413",2,4,65,77,654702.6716,202217.3284
"LOC725414",0,1,0,1,573.3334,248.6666
"LOC725415",0,2,0,0,1064.6666,441.3334
"LOC725416",0,4,0,0,1545.3332,506.6668
"LOC725417",2,1,0,1,1192,452
"LOC725418",1,2,0,0,1643.0001,579.9999
"LOC725420",3,9,1,14,36450,13608
"LOC725421",2,1,0,0,4659.9999,1442.0001
"LOC725422",6,28,2,11,114460.6651,42754.3349
"LOC725424",2,1,0,0,918.9999,296.0001
"LOC725426",5,3,0,0,2413.3336,874.6664
"LOC725427",0,2,0,0,2640,894
"LOC725429",0,1,0,0,417.6667,167.3333
"LOC725433",3,29,2,19,174476,79765
"LOC725434",5,34,2,14,155283.3315,72086.6685
"LOC725435",3,7,0,2,22272,8292
"LOC725436",18,5,11,8,309316.0014,107113.9986
"LOC725438",6,3,0,0,11198.9997,4191.0003
"LOC725439",5,9,0,1,14530.0005,4279.9995
"LOC725441",1,3,1,0,5080,1715
"LOC725442",1,4,0,0,2295,840
"LOC725444",1,1,1,2,2450,895
"LOC725447",1,1,7,11,13953.334,5486.666
"LOC725448",1,8,0,0,4376.9997,1563.0003
"LOC725449",0,4,2,8,4130,1582
"LOC725450",0,2,0,0,526.6666,223.3334
"LOC725452",1,5,0,3,2202.0003,821.9997
"LOC725455",4,4,0,0,6488,2392
"LOC725456",1,14,2,8,34433.3325,12366.6675
"LOC725457",7,6,6,16,45243.3345,15866.6655
"LOC725458",3,2,0,0,4056.6665,1373.3335
"LOC725459",3,4,0,1,3621.3336,1346.6664
"LOC725460",0,2,0,1,1958.0001,759.9999
"LOC725461",5,4,0,0,5877,2223
"LOC725462",2,9,0,2,14976,5499
"LOC725465",0,1,0,0,727,263
"LOC725467",0,9,0,0,12701.9997,4605.0003
"LOC725468",1,3,0,0,2485.3332,742.6668
"LOC725469",18,24,1,1,289945.3348,88102.6652
"LOC725470",1,3,0,3,7275.3331,2699.6669
"LOC725473",0,1,0,0,755.6667,231.3333
"LOC725475",0,3,2,3,3173.3336,1146.6664
"LOC725476",0,4,0,4,3624,1320
"LOC725477",5,5,0,0,19363.333,6676.667
"LOC725478",0,1,0,0,441.6667,155.3333
"LOC725479",13,83,19,98,2146401,777663
"LOC725480",0,11,0,1,9591.9996,3440.0004
"LOC725481",0,1,0,0,732.6667,245.3333
"LOC725482",1,12,2,3,15539.9994,5574.0006
"LOC725483",2,3,0,0,5181.6665,1943.3335
"LOC725485",3,11,1,3,34590.0006,13523.9994
"LOC725486",5,6,0,0,9485.6663,3153.3337
"LOC725487",0,6,2,6,9291.3338,3350.6662
"LOC725488",0,5,4,8,11446.6661,4312.3339
"LOC725489",1,1,0,0,622,212
"LOC725491",0,3,0,0,518.0001,147.9999
"LOC725492",0,1,0,1,2234.6666,837.3334
"LOC725494",0,2,0,0,3081.3334,1088.6666
"LOC725495",2,10,1,1,12978,6090
"LOC725496",16,1,0,1,13649.9994,4926.0006
"LOC725497",3,11,7,5,31607.3342,9732.6658
"LOC725498",7,4,9,14,27925.3322,10018.6678
"LOC725500",16,4,6,4,36309.999,16070.001
"LOC725501",1,2,0,0,1829.0001,663.9999
"LOC725503",9,21,0,0,202869.999,74060.001
"LOC725504",3,9,1,7,26046.666,10793.334
"LOC725506",1,4,1,4,5766.667,1913.333
"LOC725510",5,4,5,4,16374.0006,5765.9994
"LOC725511",0,8,0,1,7017.0003,3188.9997
"LOC725512",3,0,0,0,2288.0001,753.9999
"LOC725513",2,1,2,5,4420,1490
"LOC725515",0,2,0,0,1927.3334,670.6666
"LOC725516",5,12,0,1,28278,10278
"LOC725518",10,15,0,0,69700,21950
"LOC725523",1,4,0,1,6691.9998,2254.0002
"LOC725524",0,2,0,0,3690,1488
"LOC725527",1,2,0,0,1479.9999,581.0001
"LOC725528",1,6,0,0,10712.3331,4932.6669
"LOC725529",0,7,0,0,5572,1883
"LOC725530",1,2,0,2,2696.6665,843.3335
"LOC725532",1,9,0,2,8628,3360
"LOC725536",0,1,0,0,247.3333,91.6667
"LOC725538",2,5,0,0,2835,987
"LOC725539",6,2,4,2,13211.3338,3882.6662
"LOC725540",0,6,0,5,3468.6663,1283.3337
"LOC725541",3,8,2,5,12900.0006,4811.9994
"LOC725542",2,8,0,2,9740.0004,3759.9996
"LOC725543",4,20,0,18,96432,41412
"LOC725546",0,2,0,2,7258.6668,2773.3332
"LOC725547",1,19,0,7,17585.9991,6795.0009
"LOC725548",3,3,1,4,7681.6663,3010.3337
"LOC725550",1,4,0,0,20306.6665,7218.3335
"LOC725551",0,3,0,0,2562,849
"LOC725552",6,15,1,11,147289.9989,51898.0011
"LOC725555",0,1,0,0,567,204
"LOC725556",4,7,0,0,15983,5335
"LOC725557",0,5,0,2,2529.3331,788.6669
"LOC725558",0,2,0,0,401.3334,138.6666
"LOC725560",0,1,0,0,605,214
"LOC725562",1,1,0,0,4205.3334,1266.6666
"LOC725563",2,6,0,0,14890.6664,5293.3336
"LOC725565",0,7,0,2,5886,1944
"LOC725566",1,0,0,0,432.3333,173.6667
"LOC725569",1,8,1,4,10458,3612
"LOC725570",0,4,0,0,2202.6668,929.3332
"LOC725571",0,9,0,1,10346.667,3963.333
"LOC725572",0,1,0,0,214,77
"LOC725573",2,2,0,0,1185.3332,434.6668
"LOC725574",0,5,1,6,8787.9996,3416.0004
"LOC725575",0,1,0,0,968.6667,306.3333
"LOC725576",0,2,0,0,2584.6666,913.3334
"LOC725577",0,2,0,0,1264.6666,469.3334
"LOC725578",0,3,0,0,1005.9999,389.0001
"LOC725579",13,14,0,0,47555.9991,15381.0009
"LOC725580",0,3,0,2,1713.3335,551.6665
"LOC725581",13,22,0,6,103074,41697
"LOC725583",2,2,0,0,2365.3332,838.6668
"LOC725584",1,0,0,0,661,233
"LOC725586",2,2,0,0,5477.3332,1890.6668
"LOC725587",0,5,0,0,2431.6665,1063.3335
"LOC725588",2,27,0,13,117445.9986,53914.0014
"LOC725589",5,7,0,3,24424.9995,8155.0005
"LOC725590",5,15,0,7,29691.0009,13805.9991
"LOC725591",40,3,20,1,292821.3312,121706.6688
"LOC725592",1,4,0,0,4786.6665,1723.3335
"LOC725593",15,65,0,33,622291,226565
"LOC725595",1,1,0,0,1838,700
"LOC725596",0,2,0,0,3365.3334,1296.6666
"LOC725598",3,3,0,0,4423.9998,1408.0002
"LOC725599",0,4,0,1,8588.3335,3126.6665
"LOC725606",4,4,3,17,28028,10612
"LOC725607",2,1,0,0,600,237
"LOC725611",6,18,0,2,87039.3342,28478.6658
"LOC725612",3,4,0,0,15015,5523
"LOC725613",11,14,0,3,148782.6676,46097.3324
"LOC725614",3,16,4,11,62662,25364
"LOC725615",0,1,0,0,489.6667,155.3333
"LOC725616",0,1,0,0,199,77
"LOC725617",0,4,2,3,11526.0003,4700.9997
"LOC725618",4,18,0,0,54640.6674,19345.3326
"LOC725619",1,4,0,0,2716.6665,1078.3335
"LOC725620",1,0,0,0,245.6667,81.3333
"LOC725621",13,19,1,2,81818.3345,29691.6655
"LOC725622",4,1,3,8,11274.6672,4133.3328
"LOC725623",2,5,0,0,8318.3331,2790.6669
"LOC725625",1,6,0,0,4603.6669,2179.3331
"LOC725627",2,5,1,2,12423.333,4946.667
"LOC725628",1,2,0,0,1502.0001,477.9999
"LOC725629",0,4,2,7,8987.3329,3414.6671
"LOC725630",0,1,0,0,276.6667,80.3333
"LOC725632",9,2,1,1,20470.6671,6556.3329
"LOC725633",0,5,0,0,1230,405
"LOC725634",4,5,1,0,13726.667,4723.333
"LOC725638",0,2,0,2,2286.6668,737.3332
"LOC725642",2,6,0,0,14234.6664,4725.3336
"LOC725645",1,1,0,0,867.3334,296.6666
"LOC725646",1,4,3,5,8718.6671,3371.3329
"LOC725647",0,4,0,0,2108,916
"LOC725649",4,21,1,7,39655.0011,13705.9989
"LOC725651",2,10,1,1,15036,6384
"LOC725653",1,8,0,0,4331.9997,1392.0003
"LOC725654",0,2,0,0,1605.3334,656.6666
"LOC725656",9,10,0,0,20330,5491
"LOC725659",3,3,0,0,2458.0002,889.9998
"LOC725660",2,4,3,6,9360,3915
"LOC725661",4,4,0,0,7016,2368
"LOC725662",3,18,0,1,189559.3326,64738.6674
"LOC725664",5,21,0,12,43788.6654,14009.3346
"LOC725665",6,34,9,27,196941.3308,79622.6692
"LOC725668",1,8,2,5,14250.6672,5669.3328
"LOC725670",12,6,0,0,28314,8946
"LOC725671",1,6,0,0,4564,1736
"LOC725673",1,0,0,0,1341,459
"LOC725675",1,7,1,0,5424.0003,1676.9997
"LOC725676",1,8,0,3,9168,2928
"LOC725678",0,2,0,0,796,272
"LOC725679",0,4,0,0,3008,1144
"LOC725681",23,27,1,2,413771,141139
"LOC725682",0,5,1,4,6876.667,2573.333
"LOC725683",6,7,0,1,19450.6662,7891.3338
"LOC725684",0,4,0,2,2662.0002,901.9998
"LOC725685",2,4,0,0,13327.9998,4366.0002
"LOC725687",8,7,4,2,52023.9993,17213.0007
"LOC725688",4,1,1,0,1381.9998,454.0002
"LOC725690",1,1,0,3,3038.3335,1101.6665
"LOC725696",0,1,0,0,1562,526
"LOC725697",0,21,0,0,29001,12642
"LOC725698",5,4,1,9,10317,4560
"LOC725699",9,19,0,8,100343.9988,36384.0012
"LOC725700",0,0,1,0,400.3333,148.6667
"LOC725701",0,12,1,6,20653,9272
"LOC725703",0,2,0,1,2433.9999,896.0001
"LOC725704",10,17,1,1,145831.3343,46264.6657
"LOC725706",0,3,0,0,14196.9999,5747.0001
"LOC725707",2,8,0,0,18206.667,6213.333
"LOC725708",3,22,0,7,53130.6656,20789.3344
"LOC725710",1,5,0,1,4543,2135
"LOC725711",2,4,0,1,8099,3241
"LOC725712",6,2,0,0,2906.6664,981.3336
"LOC725714",2,8,1,3,14807.3338,5856.6662
"LOC725715",0,1,1,1,932.0001,417.9999
"LOC725717",0,2,0,0,1032.6666,353.3334
"LOC725718",0,4,0,0,1348,440
"LOC725719",0,10,0,1,27346,9713
"LOC725720",0,7,0,1,9146.6664,3525.3336
"LOC725724",4,10,1,1,18240,6624
"LOC725725",0,1,2,2,1051.6665,403.3335
"LOC725727",6,1,1,2,10776.667,3683.333
"LOC725729",1,8,1,2,6579.9996,2708.0004
"LOC725732",5,19,9,23,180749.3352,69066.6648
"LOC725733",0,1,0,0,257.3333,96.6667
"LOC725734",3,4,2,1,5323.333,1876.667
"LOC725736",2,4,0,1,2837.3331,900.6669
"LOC725739",0,4,0,1,1296.6665,443.3335
"LOC725740",0,2,0,0,1698.6666,545.3334
"LOC725745",0,2,0,0,1759.3334,574.6666
"LOC725747",0,1,0,0,355.3333,121.6667
"LOC725748",1,11,4,3,11292.3327,4268.6673
"LOC725749",1,2,2,1,5014.0002,1591.9998
"LOC725750",0,1,0,0,431.6667,189.3333
"LOC725753",0,6,0,0,3264,1308
