gene,isoform,Trepl,Tsil
Obp7,rna16768,375.3333,107.6667
LOC409984,rna23826,244.3333,85.6667
LOC102655818,rna11856,264.6667,92.3333
LOC100576826,rna10225,632.0000,256.0000
LOC725186,rna15380,460.3333,187.6667
LOC409201,rna18390,476.0000,184.0000
LOC412934,rna23120,1144.3333,448.6667
LOC726423,rna11190,2003.3333,675.6667
LOC726274,rna19172,894.3333,347.6667
Sod2,rna19779,492.3333,164.6667
LOC412074,rna23739,2751.0000,945.0000
LOC410591,rna25674,418.6667,142.3333
LOC726056,rna3488,352.6667,127.3333
LOC725045,rna3690,488.6667,162.3333
LOC412884,rna21651,1785.0000,747.0000
LOC100578716,rna20157,1040.0000,382.0000
LOC551510,rna7319,1199.6667,558.3333
LOC551872,rna4634,760.3333,313.6667
LOC726421,rna7986,1426.6667,439.3333
LOC411553,rna20641,1534.3333,571.6667
LOC409923,rna3666,1261.0000,434.0000
LOC410688,rna2777,2021.3333,756.6667
LOC102653795,rna23986,796.3333,292.6667
LOC727511,rna28489,628.0000,233.0000
LOC411496,rna11020,3840.0000,1410.0000
LOC102655697,rna25307,714.6667,269.3333
LOC726210,rna12907,2341.3333,964.6667
LOC100578333,rna28756,280.6667,121.3333
LOC725961,rna8232,325.3333,106.6667
LOC411627,rna10722,2261.0000,862.0000
LOC102653782,rna7877,859.3333,310.6667
LOC726669,rna22248,267.6667,95.3333
LOC102655838,rna7672,269.6667,105.3333
LOC411943,rna19226,793.0000,254.0000
LOC107963984,rna16450,473.3333,210.6667
LOC100577756,rna14218,1672.3333,514.6667
LOC410612,rna25448,714.3333,269.6667
LOC100578886,rna22598,462.6667,155.3333
LOC411157,rna11795,7951.0000,2939.0000
LOC102656891,rna26139,231.6667,95.3333
LOC551667,rna19744,788.0000,304.0000
LOC725453,rna23313,172.0000,47.0000
LOC726597,rna22235,2411.3333,963.6667
LOC410061,rna1543,2498.0000,964.0000
LOC409759,rna20957,3293.3333,1344.6667
LOC725664,rna6485,1152.3333,368.6667
LOC408327,rna20806,685.3333,247.6667
LOC552323,rna10249,230.3333,96.6667
LOC409799,rna10681,717.3333,272.6667
LOC726275,rna23886,731.0000,265.0000
LOC107965672,rna26056,300.6667,104.3333
LOC725114,rna25315,203.6667,69.3333
LOC410395,rna21934,420.6667,137.3333
LOC551593,rna25876,1227.6667,422.3333
LOC411552,rna20453,876.6667,326.3333
LOC100577788,rna18042,320.0000,100.0000
LOC410118,rna19471,1259.6667,441.3333
LOC412196,rna2327,1031.6667,369.3333
LOC726779,rna2047,142.0000,53.0000
LOC107965974,rna28914,557.0000,229.0000
LOC725718,rna4980,337.0000,110.0000
LOC551647,rna2696,2502.3333,1034.6667
LOC409272,rna13472,534.0000,177.0000
LOC412109,rna27333,2049.6667,596.3333
LOC413724,rna15054,939.6667,341.3333
LOC724831,rna27638,863.6667,396.3333
LOC107964714,rna13556,290.6667,99.3333
LOC410838,rna5274,473.6667,159.3333
LOC725837,rna14746,2685.6667,905.3333
LOC413388,rna5676,2825.6667,1017.3333
LOC409026,rna14216,477.3333,158.6667
LOC725400,rna6844,867.0000,276.0000
LOC412589,rna7653,847.3333,301.6667
LOC551224,rna13307,2015.6667,729.3333
LOC413796,rna10847,2137.0000,746.0000
LOC724907,rna17426,611.6667,213.3333
Def2,rna26695,227.3333,87.6667
LOC408887,rna11554,2935.0000,1301.0000
LOC107965557,rna25134,772.0000,215.0000
LOC100576440,rna28462,430.3333,130.6667
LOC409734,rna1688,950.3333,402.6667
LOC410408,rna22246,4971.3333,1865.6667
LOC724258,rna10069,595.3333,196.6667
LOC411291,rna16762,728.3333,315.6667
LOC551901,rna27731,491.3333,150.6667
LOC727346,rna11825,1483.6667,505.3333
LOC409666,rna25388,1642.3333,646.6667
LOC725550,rna10267,4061.3333,1443.6667
LOC551020,rna11337,702.0000,249.0000
LOC100577995,rna3743,4026.3333,1340.6667
LOC408337,rna19068,6878.6667,2928.3333
LOC552634,rna25953,952.3333,313.6667
LOC410289,rna18793,1654.0000,605.0000
LOC724869,rna13533,269.3333,102.6667
LOC551090,rna14346,1338.6667,479.3333
LOC412007,rna23211,983.0000,406.0000
LOC551280,rna2669,884.0000,376.0000
LOC725784,rna24102,459.3333,188.6667
LOC726987,rna4385,369.3333,155.6667
LOC413664,rna14273,1137.0000,468.0000
LOC408783,rna8403,473.0000,169.0000
LOC408531,rna25420,480.3333,164.6667
LOC725948,rna17492,1304.6667,423.3333
LOC100578307,rna23289,1009.6667,331.3333
LOC726510,rna25771,1306.0000,527.0000
LOC726155,rna25176,1296.3333,464.6667
LOC724953,rna19464,577.0000,185.0000
LOC726953,rna15216,1231.0000,452.0000
Para,rna16125,4551.6667,1613.3333
LOC100576446,rna1851,1434.0000,591.0000
LOC102654575,rna29046,385.3333,118.6667
LOC727030,rna13955,1342.6667,460.3333
LOC102654488,rna6772,490.0000,158.0000
LOC100576135,rna7438,1722.3333,632.6667
LOC414033,rna9639,867.3333,278.6667
LOC552066,rna28280,945.3333,332.6667
LOC107964534,rna11884,635.3333,273.6667
LOC726326,rna18360,565.3333,199.6667
LOC410804,rna5568,1664.6667,618.3333
LOC552559,rna9748,257.3333,114.6667
LOC410675,rna3137,587.3333,213.6667
LOC102655423,rna28796,652.3333,223.6667
LOC102656198,rna16065,2980.0000,1196.0000
LOC100577300,rna5717,686.6667,204.3333
LOC102653641,rna13725,1319.3333,432.6667
LOC409510,rna9877,668.0000,265.0000
LOC413675,rna2241,2058.6667,698.3333
LOC725386,rna2562,1145.0000,505.0000
LOC409055,rna12226,1075.3333,379.6667
LOC551617,rna12211,2067.3333,923.6667
LOC726650,rna25467,2223.3333,689.6667
LOC409614,rna24266,481.6667,145.3333
LOC413368,rna11265,4287.0000,1617.0000
LOC100577670,rna4390,501.0000,240.0000
LOC102655319,rna16604,1711.3333,652.6667
LOC725943,rna8780,288.0000,99.0000
LOC102654261,rna25214,455.0000,142.0000
LOC107964791,rna15495,1884.6667,569.3333
LOC551751,rna14773,541.6667,190.3333
LOC725551,rna10358,854.0000,283.0000
LOC724739,rna8193,1720.0000,557.0000
LOC413441,rna18555,1066.0000,383.0000
LOC100576879,rna22997,3418.6667,1258.3333
LOC100576646,rna20230,693.0000,261.0000
LOC410084,rna7676,1733.3333,618.6667
LOC408467,rna24145,2033.0000,808.0000
LOC409247,rna21656,1486.3333,499.6667
LOC725483,rna14289,1036.3333,388.6667
LOC552578,rna22389,2497.6667,1057.3333
LOC102653693,rna15536,352.6667,118.3333
LOC100578682,rna28771,699.0000,276.0000
LOC411790,rna23221,652.3333,256.6667
LOC102655948,rna21073,601.6667,220.3333
LOC408896,rna11126,1582.0000,575.0000
LOC724971,rna8156,5134.3333,1705.6667
LOC408435,rna22941,1480.0000,623.0000
LOC552430,rna9799,306.3333,122.6667
LOC725523,rna27991,1115.3333,375.6667
LOC100576185,rna20457,3038.3333,1077.6667
LOC552616,rna25986,283.3333,109.6667
LOC409972,rna12107,269.0000,97.0000
LOC410851,rna4853,1171.0000,515.0000
LOC408803,rna8221,1119.6667,488.3333
LOC551071,rna3374,4516.6667,1813.3333
LOC724658,rna12356,927.3333,296.6667
LOC727454,rna28776,800.6667,360.3333
LOC725789,rna4223,363.3333,137.6667
LOC411019,rna8639,1963.6667,766.3333
LOC102656287,rna10622,301.6667,124.3333
LOC100576741,rna13387,238.6667,76.3333
LOC550789,rna609,725.0000,238.0000
LOC724954,rna19604,313.3333,94.6667
LOC727423,rna9928,252.6667,107.3333
LOC725563,rna27498,1861.3333,661.6667
LOC408815,rna7759,2498.3333,891.6667
LOC412414,rna20225,939.6667,365.3333
LOC410056,rna10222,1711.3333,625.6667
LOC552645,rna11398,397.3333,130.6667
LOC725685,rna17479,2221.3333,727.6667
LOC100577894,rna11048,4162.3333,1261.6667
LOC726124,rna24065,696.6667,314.3333
LOC102655523,rna19727,247.0000,92.0000
LOC410776,rna3612,946.3333,379.6667
LOC107966013,rna29099,446.0000,163.0000
LOC552336,rna8911,708.3333,257.6667
LOC724587,rna2262,1067.3333,348.6667
LOC411820,rna15180,844.0000,359.0000
LOC412828,rna26001,1047.3333,362.6667
LOC107965240,rna2524,232.6667,91.3333
LOC102656777,rna13361,266.3333,111.6667
LOC552557,rna20288,1003.0000,332.0000
LOC411320,rna16585,447.6667,152.3333
LOC411474,rna2454,4143.6667,1577.3333
LOC412354,rna3569,3799.0000,1583.0000
LOC551430,rna5780,1994.6667,774.3333
LOC410726,rna1556,830.6667,249.3333
LOC408347,rna19609,1299.0000,516.0000
LOC413573,rna15790,1284.3333,446.6667
LOC725305,rna28938,820.6667,256.3333
LOC107964586,rna10767,941.6667,339.3333
Pban,rna11239,422.3333,165.6667
LOC410326,rna19934,789.3333,332.6667
LOC408970,rna15005,2009.0000,880.0000
LOC102656898,rna29112,291.3333,119.6667
LOC408649,rna5477,2408.6667,888.3333
LOC102654066,rna8040,422.0000,148.0000
LOC724144,rna702,232.3333,79.6667
LOC408983,rna16798,1655.3333,651.6667
LOC552692,rna10420,739.3333,271.6667
LOC411218,rna13382,1235.6667,459.3333
LOC408894,rna11309,1511.3333,600.6667
LOC408453,rna23685,1136.0000,418.0000
LOC408320,rna20983,544.6667,199.3333
LOC411539,rna13538,2314.3333,898.6667
LOC410577,rna25931,1017.3333,395.6667
LOC552773,rna16234,517.3333,199.6667
LOC411613,rna6873,631.3333,250.6667
LOC726822,rna15529,661.0000,248.0000
LOC724677,rna29066,276.6667,107.3333
LOC726377,rna7363,935.0000,310.0000
LOC413755,rna24966,2858.6667,1005.3333
LOC551533,rna22245,579.6667,182.3333
LOC100576282,rna21209,905.6667,312.3333
LOC726653,rna9169,258.0000,93.0000
LOC412547,rna26033,307.0000,86.0000
LOC100577763,rna13627,6025.3333,2032.6667
LOC727549,rna11437,314.3333,144.6667
LOC727506,rna28806,233.0000,79.0000
LOC726648,rna22662,454.3333,142.6667
LOC726920,rna1848,246.0000,84.0000
LOC551664,rna7644,556.6667,163.3333
LOC410299,rna19110,1155.3333,464.6667
LOC411976,rna28055,1053.3333,383.6667
LOC724328,rna698,869.0000,313.0000
LOC100577362,rna24467,389.3333,135.6667
LOC409212,rna13065,4161.3333,1547.6667
LOC100577302,rna14060,511.0000,155.0000
LOC410017,rna14284,441.3333,149.6667
LOC410757,rna393,1590.0000,585.0000
LOC724296,rna25255,2031.0000,645.0000
LOC724752,rna23336,1545.6667,575.3333
LOC100577293,rna6769,437.3333,144.6667
LOC725977,rna18160,366.6667,116.3333
LOC102655268,rna22253,2057.6667,753.3333
LOC102654965,rna7606,4001.3333,1398.6667
LOC100576130,rna18596,342.3333,140.6667
LOC726178,rna3443,1236.6667,455.3333
LOC411640,rna7841,1938.6667,689.3333
LOC408766,rna7612,869.0000,337.0000
LOC551446,rna24245,776.3333,294.6667
LOC409383,rna910,1403.6667,525.3333
LOC100577099,rna25314,792.6667,314.3333
LOC552109,rna25048,1091.3333,393.6667
LOC100576718,rna7260,474.3333,209.6667
LOC412584,rna15722,1469.3333,561.6667
LOC552448,rna26627,412.3333,148.6667
LOC552374,rna1672,759.3333,320.6667
LOC726778,rna15524,2450.3333,840.6667
LOC725480,rna12207,799.3333,286.6667
LOC552239,rna14845,945.6667,296.3333
LOC100577783,rna25516,1600.0000,587.0000
LOC552668,rna24746,883.0000,302.0000
LOC100576803,rna23380,359.0000,136.0000
LOC102656026,rna28513,345.3333,104.6667
LOC413423,rna8345,2455.6667,997.3333
LOC552797,rna10686,653.0000,229.0000
LOC724933,rna14658,749.6667,267.3333
LOC410848,rna4864,2081.0000,871.0000
LOC107966087,rna5364,607.0000,173.0000
LOC411048,rna7855,2046.6667,800.3333
LOC727432,rna28188,183.6667,62.3333
LOC724120,rna23070,1115.0000,505.0000
LOC551235,rna7117,1335.0000,492.0000
LOC410624,rna25201,2549.0000,1057.0000
LOC724527,rna27943,494.3333,189.6667
LOC102655910,rna28897,204.3333,80.6667
LOC100577577,rna3723,227.6667,63.3333
LOC410507,rna23895,1197.0000,480.0000
LOC409806,rna12764,577.0000,230.0000
LOC414042,rna2976,1840.3333,511.6667
LOC409250,rna14081,850.3333,301.6667
LOC409820,rna5472,966.6667,353.3333
LOC100576217,rna18408,3445.0000,1154.0000
LCCH3,rna15738,966.3333,380.6667
LOC411909,rna13652,1184.0000,463.0000
LOC100578734,rna1391,405.3333,110.6667
LOC102653590,rna10016,743.6667,279.3333
LOC725187,rna21773,885.0000,309.0000
LOC727503,rna28535,341.6667,99.3333
LOC552271,rna29114,418.3333,145.6667
LOC412198,rna18211,3467.0000,1225.0000
LOC409767,rna20855,781.0000,272.0000
LOC408528,rna25453,1775.0000,775.0000
LOC409757,rna1496,1757.6667,636.3333
LOC410189,rna18552,1173.6667,416.3333
LOC410497,rna23844,734.6667,291.3333
LOC551544,rna12618,1478.6667,546.3333
LOC725115,rna25627,1124.3333,408.6667
LOC102656402,rna3002,470.0000,175.0000
LOC726284,rna9240,659.3333,249.6667
LOC411958,rna24679,1989.0000,726.0000
LOC724327,rna950,507.3333,173.6667
LOC724891,rna9028,1170.3333,401.6667
LOC551198,rna21361,913.6667,295.3333
LOC413080,rna1487,975.6667,368.3333
LOC409942,rna20722,1769.3333,663.6667
LOC107964493,rna9689,2303.3333,828.6667
Adar,rna25438,1452.3333,539.6667
LOC552669,rna28120,724.0000,278.0000
LOC724633,rna1599,269.3333,102.6667
LOC412465,rna3752,527.0000,199.0000
LOC100577497,rna8801,1548.6667,455.3333
LOC410558,rna24415,3001.6667,1108.3333
LOC551959,rna15792,297.6667,98.3333
LOC102654178,rna28664,372.0000,174.0000
LOC408546,rna24956,2475.0000,882.0000
Mrjp9,rna19198,960.6667,311.3333
LOC409051,rna8291,13175.6667,4977.3333
LOC724370,rna27398,1071.3333,362.6667
LOC552019,rna26563,4312.6667,1615.3333
LOC409668,rna17386,615.0000,219.0000
LOC100577883,rna27597,748.0000,248.0000
LOC725801,rna12496,919.6667,289.3333
LOC410100,rna23255,1587.6667,521.3333
LOC102654726,rna4748,2491.6667,955.3333
LOC410637,rna26983,3477.6667,1403.3333
LOC413785,rna10942,361.0000,116.0000
LOC100576100,rna8576,796.6667,268.3333
LOC409794,rna7831,578.3333,219.6667
LOC100577640,rna24885,971.0000,253.0000
LOC725703,rna8433,811.3333,298.6667
LOC102655558,rna28598,680.3333,258.6667
LOC102653814,rna27416,878.3333,300.6667
LOC102653764,rna10391,249.3333,83.6667
LOC552168,rna3258,1237.0000,494.0000
LOC102654574,rna28950,450.3333,170.6667
LOC409827,rna22545,2036.0000,844.0000
LOC552610,rna26672,272.0000,97.0000
LOC413515,rna24920,1520.0000,460.0000
LOC409414,rna8982,2662.6667,844.3333
LOC552139,rna5635,611.3333,213.6667
LOC724965,rna26010,506.0000,166.0000
LOC413542,rna9662,1705.0000,608.0000
LOC726570,rna5359,1522.6667,418.3333
LOC551978,rna2335,551.3333,180.6667
LOC100578680,rna27101,2697.6667,1001.3333
LOC412495,rna1619,1339.0000,470.0000
LOC551227,rna15825,1097.6667,339.3333
LOC102656217,rna16694,2135.0000,694.0000
LOC411739,rna10691,1296.6667,518.3333
LOC724656,rna11622,2026.0000,767.0000
LOC411982,rna2315,1144.3333,454.6667
LOC100577759,rna17806,390.3333,155.6667
LOC100578237,rna26901,1166.0000,376.0000
LOC411371,rna16189,642.6667,218.3333
LOC409259,rna1864,1115.0000,394.0000
LOC726755,rna28114,626.6667,240.3333
LOC552363,rna11269,1472.0000,529.0000
LOC100578823,rna7922,4466.3333,1398.6667
LOC413569,rna24333,4555.3333,1681.6667
LOC725765,rna14547,665.0000,268.0000
LOC412394,rna27603,1081.3333,334.6667
LOC413691,rna9480,2009.3333,711.6667
LOC107964617,rna11618,321.3333,119.6667
LOC100578400,rna16577,806.0000,259.0000
LOC100578021,rna28738,472.0000,182.0000
LOC411746,rna24620,1509.0000,588.0000
LOC551696,rna15448,495.3333,152.6667
LOC726243,rna1004,929.3333,345.6667
LOC724924,rna9124,851.0000,403.0000
LOC408841,rna10079,2699.6667,948.3333
LOC409955,rna21169,1101.3333,431.6667
LOC102653950,rna28553,452.3333,138.6667
LOC552661,rna29109,903.6667,371.3333
LOC100576098,rna6718,594.6667,227.3333
LOC102654481,rna19485,507.0000,177.0000
LOC409404,rna6831,660.6667,218.3333
LOC551260,rna12740,688.0000,239.0000
LOC408675,rna5248,572.6667,189.3333
LOC724593,rna23547,4375.3333,1381.6667
LOC409241,rna20575,431.3333,177.6667
LOC100576568,rna11218,1405.0000,494.0000
LOC552811,rna7118,1456.6667,481.3333
HEX70b,rna15532,1522.3333,529.6667
LOC411164,rna11701,1109.0000,382.0000
LOC409588,rna7960,1062.0000,420.0000
LOC102655740,rna8548,694.6667,271.3333
LOC100577698,rna11146,915.3333,380.6667
LOC409835,rna24770,665.3333,264.6667
LOC100578372,rna28389,916.0000,350.0000
LOC102654800,rna27455,306.6667,110.3333
LOC411181,rna10757,1534.3333,616.6667
LOC410099,rna15323,3152.0000,1123.0000
LOC100577567,rna28532,222.3333,71.6667
LOC408910,rna13670,1226.3333,495.6667
Argk,rna24826,780.6667,287.3333
LOC100577687,rna20327,1257.3333,512.6667
LOC100577076,rna28692,350.0000,136.0000
Su(var)3-9,rna26772,1559.0000,493.0000
LOC724128,rna5952,340.3333,133.6667
LOC100578566,rna9907,515.3333,186.6667
LOC725556,rna14688,1453.0000,485.0000
LOC102654311,rna29036,256.6667,94.3333
LOC107964950,rna16482,335.3333,105.6667
LOC100578188,rna7530,505.6667,193.3333
LOC552624,rna11257,1795.3333,526.6667
LOC550828,rna26065,739.6667,223.3333
LOC100578502,rna21841,1543.0000,548.0000
LOC724654,rna10431,277.6667,94.3333
LOC413370,rna10274,1849.3333,700.6667
LOC725364,rna9752,349.3333,106.6667
LOC409167,rna9256,1875.0000,660.0000
LOC726081,rna11270,1294.0000,437.0000
LOC409662,rna8320,630.0000,222.0000
LOC408364,rna20038,539.0000,268.0000
LOC408478,rna24567,1161.0000,477.0000
LOC408510,rna25728,753.0000,309.0000
LOC724897,rna28572,148.3333,46.6667
LOC100576591,rna23401,1835.0000,685.0000
LOC727424,rna19741,693.3333,248.6667
LOC551620,rna1515,5260.3333,1864.6667
LOC408353,rna19911,603.6667,230.3333
LOC411778,rna23205,378.0000,123.0000
aub,rna23775,1783.3333,700.6667
LOC107964616,rna936,215.0000,121.0000
sGCbeta-3,rna10503,1312.0000,500.0000
LOC726757,rna21045,272.0000,91.0000
LOC409159,rna17681,831.3333,314.6667
LOC725799,rna10791,1295.3333,582.6667
LOC411589,rna8725,2774.0000,919.0000
LOC411849,rna25031,884.3333,279.6667
LOC408680,rna4931,11312.6667,4146.3333
LOC551860,rna13993,1640.3333,597.6667
LOC552731,rna8846,3535.0000,1247.0000
LOC100576460,rna22951,499.0000,170.0000
LOC552340,rna16349,1189.0000,446.0000
LOC107964333,rna7489,331.0000,134.0000
LOC100576688,rna23622,440.6667,207.3333
LOC102653738,rna27413,789.3333,254.6667
LOC726392,rna23899,1282.6667,523.3333
LOC411603,rna9922,1721.6667,552.3333
LOC550780,rna27518,539.0000,175.0000
LOC408685,rna4818,2376.3333,1001.6667
LOC409788,rna8436,1881.6667,782.3333
LOC100577417,rna12594,566.3333,207.6667
LOC102654355,rna27652,677.0000,250.0000
LOC408415,rna22588,283.3333,103.6667
LOC551508,rna4243,1138.0000,473.0000
LOC725764,rna13942,739.6667,268.3333
LOC551210,rna17828,1241.6667,441.3333
LOC727531,rna28906,457.0000,176.0000
LOC551005,rna24605,999.6667,353.3333
LOC552189,rna18399,876.6667,293.3333
LOC411734,rna20653,2632.6667,817.3333
LOC102655429,rna16658,1343.3333,555.6667
LOC102655148,rna9838,1585.3333,616.6667
LOC107965130,rna412,238.6667,106.3333
LOC413827,rna19406,616.0000,269.0000
LOC411277,rna14966,5748.6667,2594.3333
LOC412578,rna310,386.0000,142.0000
LOC726718,rna25043,555.0000,189.0000
LOC552016,rna22323,627.6667,251.3333
LOC551465,rna27885,1010.6667,324.3333
LOC411570,rna25224,533.6667,177.3333
LOC552101,rna4882,1958.0000,796.0000
LOC725406,rna13043,1679.3333,618.6667
LOC408969,rna15010,909.6667,296.3333
LOC100578685,rna22596,806.6667,309.3333
LOC552105,rna3877,294.3333,95.6667
LOC724863,rna13269,1186.0000,362.0000
LOC725496,rna3559,758.3333,273.6667
LOC410525,rna24136,328.0000,116.0000
LOC408944,rna12897,4399.3333,1858.6667
LOC413676,rna15164,2118.0000,804.0000
LOC100578580,rna25671,275.3333,84.6667
LOC102656354,rna25725,260.6667,99.3333
LOC410954,rna6130,2468.6667,969.3333
LOC100576885,rna3501,1839.3333,539.6667
LOC107964981,rna15999,262.3333,94.6667
LOC726941,rna16523,3721.6667,1294.3333
LOC551858,rna7417,1012.3333,367.6667
LOC100576528,rna13075,491.3333,201.6667
LOC100576734,rna23213,810.0000,267.0000
LOC724686,rna22421,432.6667,167.3333
LOC552564,rna26677,477.3333,167.6667
LOC102655970,rna8648,327.3333,101.6667
LOC727221,rna20562,7696.3333,2506.6667
LOC102654975,rna8067,1527.3333,656.6667
LOC410683,rna2898,1282.0000,506.0000
LOC100578479,rna2059,935.3333,273.6667
LOC724867,rna26068,653.6667,246.3333
LOC102653951,rna24622,173.0000,73.0000
LOC107964880,rna3084,399.3333,182.6667
LOC107965784,rna27670,333.0000,126.0000
LOC724243,rna22035,1231.6667,475.3333
LOC725732,rna9289,3227.6667,1233.3333
LOC552014,rna3095,514.3333,163.6667
LOC724424,rna4138,1470.6667,461.3333
LOC100578546,rna11515,898.6667,298.3333
LOC409861,rna19313,384.0000,132.0000
LOC410428,rna22494,2898.0000,984.0000
LOC409500,rna10546,308.3333,123.6667
LOC727009,rna10561,1201.3333,400.6667
Psq,rna16990,1414.0000,545.0000
LOC724948,rna267,1824.6667,485.3333
LOC100577694,rna23369,1032.0000,456.0000
LOC552611,rna10717,844.3333,322.6667
LOC408602,rna1203,2644.6667,1054.3333
Apamin,rna21477,102.6667,38.3333
LOC100577385,rna13223,932.6667,405.3333
LOC413517,rna24918,773.3333,291.6667
LOC724242,rna21260,1383.0000,573.0000
LOC413556,rna14179,2716.6667,1057.3333
LOC102655882,rna3701,669.3333,212.6667
LOC727398,rna12285,3307.3333,1036.6667
LOC726997,rna24531,1711.0000,668.0000
LOC552305,rna11274,1188.6667,332.3333
LOC100576473,rna1846,316.3333,106.6667
LOC552329,rna21844,1494.6667,512.3333
LOC552420,rna10730,943.6667,337.3333
LOC727257,rna27377,783.0000,246.0000
LOC102654585,rna17054,285.3333,92.6667
LOC726369,rna2300,312.3333,107.6667
LOC411473,rna2446,1429.6667,469.3333
LOC102656170,rna21162,563.0000,250.0000
LOC552341,rna16322,549.3333,206.6667
LOC100577644,rna19914,585.3333,179.6667
LOC100577341,rna12993,254.0000,70.0000
LOC410062,rna16453,725.3333,276.6667
LOC107965706,rna26142,202.0000,68.0000
LOC408358,rna19996,2989.0000,1238.0000
LOC409869,rna17374,4144.6667,1663.3333
LOC100578209,rna21659,1065.0000,426.0000
LOC410968,rna5738,2864.0000,1060.0000
LOC408614,rna559,515.3333,168.6667
LOC411193,rna13727,505.3333,181.6667
LOC413266,rna22344,900.6667,293.3333
LOC412011,rna15828,1943.6667,825.3333
LOC409473,rna13984,400.6667,124.3333
LOC100578133,rna1732,208.0000,95.0000
LOC100576805,rna24094,872.6667,390.3333
LOC102653894,rna25452,1020.3333,329.6667
LOC551824,rna25252,2296.3333,823.6667
E74,rna5754,1224.6667,527.3333
LOC411720,rna25071,838.0000,335.0000
LOC410975,rna5902,1765.3333,667.6667
LOC552568,rna13519,692.3333,216.6667
Twi,rna14144,794.0000,307.0000
LOC726554,rna27297,1063.3333,382.6667
LOC411538,rna27804,907.0000,329.0000
